,model,year,price,transmission,mileage,fuel type,engine size,mileage2,fuel type2,engine size2
356, C Class,2017,19498,Semi-Auto,46889,39,0,134.5,Hybrid,2.0
357, C Class,2016,14057,Manual,21443,25,20,70.6,Diesel,1.6
358, C Class,2017,27995,Automatic,4495,34,145,47.1,Petrol,2.0
359, C Class,2015,13260,Automatic,79950,37,0,76.4,Hybrid,2.1
360, C Class,2018,18450,Automatic,30460,31,145,61.4,Diesel,2.1
361, C Class,2015,17250,Automatic,20720,31,30,64.2,Diesel,2.1
362, C Class,2016,18790,Semi-Auto,25250,38,0,134.5,Hybrid,2.0
363, C Class,2017,17300,Semi-Auto,27420,26,145,65.7,Diesel,1.6
364, C Class,2015,15298,Semi-Auto,59925,38,0,134.5,Hybrid,2.0
365, C Class,2016,17400,Automatic,27036,38,0,134.5,Hybrid,2.0
366, C Class,2015,15999,Semi-Auto,39195,36,0,78.5,Hybrid,2.1
367, C Class,2018,21160,Semi-Auto,13800,32,145,61.4,Diesel,2.1
368, C Class,2014,20495,Automatic,10,31,20,64.2,Diesel,2.1
369, C Class,2015,12999,Manual,18766,29,125,53.3,Petrol,2.0
370, C Class,2014,13390,Semi-Auto,43793,31,125,52.3,Petrol,2.0
371, C Class,2017,18299,Semi-Auto,8552,31,145,50.4,Petrol,2.0
372, C Class,2014,11000,Semi-Auto,71892,33,145,56.5,Diesel,2.1
373, C Class,2015,16617,Automatic,27080,32,30,64.2,Diesel,2.1
374, C Class,2018,22201,Semi-Auto,22318,32,145,67.3,Diesel,2.1
375, C Class,2018,23299,Semi-Auto,17000,32,145,67.3,Diesel,2.1
376, C Class,2014,15990,Automatic,40997,37,125,60.1,Diesel,2.1
377, C Class,2018,18999,Automatic,24863,31,145,50.4,Petrol,2.0
378, C Class,2018,22595,Semi-Auto,14389,32,145,67.3,Diesel,2.1
379, C Class,2014,10290,Semi-Auto,79216,30,145,53.3,Diesel,2.1
380, C Class,2015,10700,Semi-Auto,58724,43,145,53.3,Diesel,2.1
381, C Class,2017,18481,Automatic,20179,31,145,61.4,Diesel,2.1
382, C Class,2013,8751,Semi-Auto,91046,36,150,53.3,Diesel,2.1
383, C Class,2015,11500,Manual,42918,29,125,53.3,Petrol,2.0
384, C Class,2015,14999,Manual,42785,31,20,68.9,Diesel,2.1
385, C Class,2017,19999,Semi-Auto,9453,31,145,64.2,Diesel,2.1
386, C Class,2016,21995,Semi-Auto,18998,33,150,49.6,Petrol,2.0
387, C Class,2017,19545,Semi-Auto,32000,32,30,61.4,Diesel,2.1
388, C Class,2017,18750,Semi-Auto,30000,26,150,65.7,Diesel,1.6
389, C Class,2017,20995,Semi-Auto,14800,38,125,58.9,Diesel,2.1
390, C Class,2015,16995,Manual,15000,31,20,68.9,Diesel,2.1
391, C Class,2016,18249,Automatic,36077,38,30,64.2,Diesel,2.1
392, C Class,2017,22479,Semi-Auto,30200,32,145,67.3,Diesel,2.1
393, C Class,2017,17973,Semi-Auto,69791,38,0,74.3,Hybrid,2.1
394, C Class,2016,16991,Semi-Auto,28500,37,20,64.2,Diesel,2.1
395, C Class,2018,21500,Automatic,15922,31,145,60.1,Diesel,2.1
396, C Class,2016,22999,Semi-Auto,26673,33,20,67.3,Diesel,2.1
397, C Class,2017,22995,Automatic,20362,38,145,65.7,Diesel,2.1
398, C Class,2016,16495,Semi-Auto,28304,25,30,65.7,Diesel,1.6
399, C Class,2013,8991,Semi-Auto,47334,32,30,64.2,Diesel,2.1
400, C Class,2015,15849,Semi-Auto,44012,32,30,64.2,Diesel,2.1
401, C Class,2015,15990,Automatic,43120,32,30,64.2,Diesel,2.1
402, C Class,2015,17441,Semi-Auto,49910,38,125,60.1,Diesel,2.1
403, C Class,2013,9991,Semi-Auto,66419,29,165,44.1,Petrol,1.6
404, C Class,2017,19762,Automatic,36047,32,145,61.4,Diesel,2.1
405, C Class,2018,23456,Automatic,26723,38,145,65.7,Diesel,2.1
406, C Class,2015,16122,Semi-Auto,46522,26,30,64.2,Diesel,1.6
407, C Class,2015,12980,Semi-Auto,46500,29,20,65.7,Diesel,2.1
408, C Class,2016,17990,Semi-Auto,51300,38,30,64.2,Diesel,2.1
409, C Class,2017,17990,Semi-Auto,19627,31,145,50.4,Petrol,2.0
410, C Class,2017,22290,Automatic,34587,38,30,65.7,Diesel,2.1
411, C Class,2013,9991,Manual,39187,29,160,46.3,Petrol,1.6
412, C Class,2016,17991,Automatic,29446,36,160,44.8,Petrol,2.0
413, C Class,2017,18299,Semi-Auto,36152,32,145,50.4,Petrol,2.0
414, C Class,2017,18999,Semi-Auto,9198,31,145,50.4,Petrol,2.0
415, C Class,2018,26492,Semi-Auto,28801,38,145,65.7,Diesel,2.1
416, C Class,2018,19995,Automatic,2077,26,145,65.7,Diesel,1.6
417, C Class,2016,16750,Automatic,24909,25,30,64.2,Diesel,1.6
418, C Class,2017,20490,Semi-Auto,50232,32,20,67.3,Diesel,2.1
419, C Class,2015,13100,Automatic,63955,31,20,64.2,Diesel,2.1
420, C Class,2016,19000,Semi-Auto,37956,39,0,134.5,Hybrid,2.0
421, C Class,2017,23000,Semi-Auto,17125,33,145,47.1,Petrol,2.0
422, C Class,2017,19000,Semi-Auto,20070,32,145,64.2,Diesel,2.1
423, C Class,2016,18790,Semi-Auto,25441,38,0,134.5,Hybrid,2.0
424, C Class,2018,18700,Automatic,28629,31,145,60.1,Diesel,2.1
425, C Class,2017,22995,Semi-Auto,38471,32,145,67.3,Diesel,2.1
426, C Class,2016,21133,Semi-Auto,46080,38,30,65.7,Diesel,2.1
427, C Class,2018,27991,Semi-Auto,5386,38,150,65.7,Diesel,2.1
428, C Class,2017,22495,Semi-Auto,13919,32,145,61.4,Diesel,2.1
429, C Class,2016,15900,Manual,9870,25,20,70.6,Diesel,1.6
430, C Class,2018,20690,Semi-Auto,15900,31,145,48.7,Petrol,2.0
431, C Class,2017,18491,Semi-Auto,18390,31,145,50.4,Petrol,2.0
432, C Class,2018,24546,Automatic,12397,38,145,58.9,Diesel,2.1
433, C Class,2017,22995,Semi-Auto,20000,33,150,67.3,Diesel,2.1
434, C Class,2015,22402,Semi-Auto,21123,33,20,67.3,Diesel,2.1
435, C Class,2016,17443,Semi-Auto,55877,38,125,60.1,Diesel,2.1
436, C Class,2018,18700,Semi-Auto,26765,31,145,60.1,Diesel,2.1
437, C Class,2017,23056,Automatic,23378,38,145,65.7,Diesel,2.1
438, C Class,2015,16732,Automatic,33350,32,30,64.2,Diesel,2.1
439, C Class,2018,22805,Automatic,11259,32,145,67.3,Diesel,2.1
440, C Class,2017,21700,Semi-Auto,23114,32,145,60.1,Diesel,2.1
441, C Class,2018,22498,Semi-Auto,3900,31,145,60.1,Diesel,2.1
442, C Class,2018,23781,Semi-Auto,25111,33,145,47.1,Petrol,2.0
443, C Class,2015,19995,Semi-Auto,39000,32,30,62.8,Diesel,2.1
444, C Class,2017,19000,Semi-Auto,20070,32,145,64.2,Diesel,2.1
445, C Class,2014,12900,Semi-Auto,24600,35,160,44.8,Petrol,1.6
446, C Class,2017,21998,Semi-Auto,15935,38,145,61.4,Diesel,2.1
447, C Class,2014,14498,Semi-Auto,49152,37,20,64.2,Diesel,2.1
448, C Class,2015,17998,Semi-Auto,24209,31,30,64.2,Diesel,2.1
449, C Class,2016,19998,Semi-Auto,34850,39,0,134.5,Hybrid,2.0
450, C Class,2017,22597,Semi-Auto,23366,38,145,65.7,Diesel,2.1
451, C Class,2017,22162,Semi-Auto,48142,33,20,67.3,Diesel,2.1
452, C Class,2014,14990,Semi-Auto,57499,37,125,60.1,Diesel,2.1
453, C Class,2015,14490,Semi-Auto,51866,31,20,64.2,Diesel,2.1
454, C Class,2016,13680,Manual,40880,25,20,70.6,Diesel,1.6
455, C Class,2017,20990,Semi-Auto,30447,32,150,61.4,Diesel,2.1
456, C Class,2017,18990,Semi-Auto,41935,31,30,64.2,Diesel,2.1
457, C Class,2016,20990,Semi-Auto,14704,32,150,49.6,Petrol,2.0
458, C Class,2016,24950,Semi-Auto,17635,32,20,67.3,Diesel,2.1
459, C Class,2016,19440,Semi-Auto,29409,39,0,134.5,Hybrid,2.0
460, C Class,2017,19945,Semi-Auto,16425,25,145,64.2,Diesel,1.6
461, C Class,2017,20495,Automatic,26367,32,145,48.7,Petrol,2.0
462, C Class,2015,17435,Automatic,33384,37,125,60.1,Diesel,2.1
463, C Class,2016,18498,Semi-Auto,30490,38,0,134.5,Hybrid,2.0
464, C Class,2016,14998,Semi-Auto,66732,36,0,78.5,Hybrid,2.1
465, C Class,2016,15495,Automatic,72676,39,0,134.5,Hybrid,2.0
466, C Class,2013,11900,Semi-Auto,33925,31,160,44.8,Petrol,1.6
467, C Class,2016,17450,Semi-Auto,21875,25,30,64.2,Diesel,1.6
468, C Class,2016,10749,Manual,91751,30,20,65.7,Diesel,2.1
469, C Class,2015,13999,Manual,42407,31,20,68.9,Diesel,2.1
470, C Class,2018,19980,Semi-Auto,26119,31,145,61.4,Diesel,2.1
471, C Class,2018,24600,Semi-Auto,8223,38,145,61.4,Diesel,2.1
472, C Class,2016,16690,Semi-Auto,14314,25,30,65.7,Diesel,1.6
473, C Class,2018,21299,Semi-Auto,5628,31,150,60.1,Diesel,2.1
474, C Class,2017,19995,Semi-Auto,36814,32,145,48.7,Petrol,2.0
475, C Class,2016,15429,Semi-Auto,50446,25,30,65.7,Diesel,1.6
476, C Class,2014,16999,Semi-Auto,33593,32,30,64.2,Diesel,2.1
477, C Class,2015,18799,Semi-Auto,37890,38,30,64.2,Diesel,2.1
478, C Class,2014,13490,Semi-Auto,68422,31,30,64.2,Diesel,2.1
479, C Class,2013,9990,Semi-Auto,41842,29,145,56.5,Diesel,2.1
480, C Class,2017,18490,Semi-Auto,46430,37,150,61.4,Diesel,2.1
481, C Class,2013,9990,Semi-Auto,41841,29,145,56.5,Diesel,2.1
482, C Class,2014,13490,Semi-Auto,68422,31,30,64.2,Diesel,2.1
483, C Class,2017,14690,Manual,41814,25,30,65.7,Diesel,1.6
484, C Class,2017,19280,Semi-Auto,43855,32,145,61.4,Diesel,2.1
485, C Class,2016,16020,Manual,11972,25,30,65.7,Diesel,1.6
486, C Class,2017,21220,Semi-Auto,32228,38,125,58.9,Diesel,2.1
487, C Class,2015,19825,Automatic,58873,32,20,67.3,Diesel,2.1
488, C Class,2016,18780,Semi-Auto,38436,39,0,134.5,Hybrid,2.0
489, C Class,2017,23965,Automatic,22919,32,145,47.1,Petrol,2.0
490, C Class,2017,14680,Manual,32910,30,20,70.6,Diesel,2.1
491, C Class,2017,22980,Semi-Auto,22894,32,145,47.1,Petrol,2.0
492, C Class,2017,19980,Semi-Auto,22422,31,145,61.4,Diesel,2.1
493, C Class,2016,18780,Semi-Auto,40197,39,0,134.5,Hybrid,2.0
494, C Class,2017,21500,Semi-Auto,9238,32,150,48.7,Petrol,2.0
495, C Class,2014,14732,Semi-Auto,38824,31,20,64.2,Diesel,2.1
496, C Class,2018,19056,Automatic,25833,32,145,50.4,Petrol,2.0
497, C Class,2015,19990,Semi-Auto,37000,38,0,74.3,Hybrid,2.1
498, C Class,2015,14490,Semi-Auto,58502,31,20,64.2,Diesel,2.1
499, C Class,2017,18490,Semi-Auto,25584,32,145,50.4,Petrol,2.0
500, C Class,2018,22980,Semi-Auto,18285,32,145,61.4,Diesel,2.1
501, C Class,2017,15980,Manual,34691,31,20,68.9,Diesel,2.1
502, C Class,2014,11750,Semi-Auto,77043,31,20,64.2,Diesel,2.1
503, C Class,2014,13290,Semi-Auto,46078,31,125,52.3,Petrol,2.0
504, C Class,2014,11750,Semi-Auto,77043,31,20,64.2,Diesel,2.1
505, C Class,2015,14500,Semi-Auto,54000,31,20,64.2,Diesel,2.1
506, C Class,2017,24502,Semi-Auto,22079,32,145,67.3,Diesel,2.1
507, C Class,2017,18258,Semi-Auto,51304,32,150,60.1,Diesel,2.1
508, C Class,2015,16892,Semi-Auto,35464,32,30,64.2,Diesel,2.1
509, C Class,2014,14992,Semi-Auto,53600,34,30,64.2,Diesel,2.1
510, C Class,2017,23111,Semi-Auto,24698,33,145,47.1,Petrol,2.0
511, C Class,2018,18700,Semi-Auto,25340,31,145,60.1,Diesel,2.1
512, C Class,2018,18900,Automatic,23570,31,145,61.4,Diesel,2.1
513, C Class,2015,10090,Semi-Auto,57843,30,150,53.3,Diesel,2.1
514, C Class,2014,12600,Automatic,52379,31,125,52.3,Petrol,2.0
515, C Class,2018,25500,Semi-Auto,10592,32,145,67.3,Diesel,2.1
516, C Class,2017,23401,Semi-Auto,11457,32,145,47.1,Petrol,2.0
517, C Class,2017,21011,Semi-Auto,18955,32,30,61.4,Diesel,2.1
518, C Class,2017,16911,Semi-Auto,32390,25,150,65.7,Diesel,1.6
519, C Class,2015,15142,Semi-Auto,48000,37,20,64.2,Diesel,2.1
520, C Class,2015,14290,Semi-Auto,53227,32,125,52.3,Petrol,2.0
521, C Class,2016,14390,Semi-Auto,36836,24,30,65.7,Diesel,1.6
522, C Class,2018,23500,Semi-Auto,10240,38,145,61.4,Diesel,2.1
523, C Class,2017,23942,Automatic,30124,37,160,43.5,Petrol,2.0
524, C Class,2018,18450,Semi-Auto,34650,31,145,61.4,Diesel,2.1
525, C Class,2015,12995,Automatic,45024,31,20,64.2,Diesel,2.1
526, C Class,2015,12999,Manual,47709,30,20,65.7,Diesel,2.1
527, C Class,2015,12995,Manual,22852,29,125,53.3,Petrol,2.0
528, C Class,2018,22990,Semi-Auto,32373,38,145,61.4,Diesel,2.1
529, C Class,2017,18890,Semi-Auto,25066,31,145,64.2,Diesel,2.1
530, C Class,2016,22890,Semi-Auto,20077,33,20,67.3,Diesel,2.1
531, C Class,2016,15890,Semi-Auto,34499,30,20,65.7,Diesel,2.1
532, C Class,2017,25000,Automatic,9507,34,145,47.1,Petrol,2.0
533, C Class,2015,15789,Semi-Auto,42164,31,30,64.2,Diesel,2.1
534, C Class,2016,19750,Semi-Auto,31467,38,30,64.2,Diesel,2.1
535, C Class,2017,19000,Semi-Auto,17329,31,20,68.9,Diesel,2.1
536, C Class,2018,20690,Semi-Auto,15750,31,145,48.7,Petrol,2.0
537, C Class,2015,15135,Semi-Auto,40312,32,125,52.3,Petrol,2.0
538, C Class,2018,23995,Semi-Auto,12137,32,145,67.3,Diesel,2.1
539, C Class,2017,21950,Semi-Auto,25270,38,135,74.3,Hybrid,2.1
540, C Class,2017,23400,Semi-Auto,35270,38,30,65.7,Diesel,2.1
541, C Class,2017,21958,Semi-Auto,14105,38,145,61.4,Diesel,2.1
542, C Class,2015,18500,Automatic,8940,31,30,64.2,Diesel,2.1
543, C Class,2015,15495,Semi-Auto,21064,32,125,52.3,Petrol,2.0
544, C Class,2015,15890,Semi-Auto,54000,32,30,64.2,Diesel,2.1
545, C Class,2016,18490,Semi-Auto,36688,27,30,64.2,Diesel,1.6
546, C Class,2016,21500,Semi-Auto,37188,32,20,67.3,Diesel,2.1
547, C Class,2017,22995,Semi-Auto,21590,33,145,47.1,Petrol,2.0
548, C Class,2015,14150,Semi-Auto,60597,37,20,64.2,Diesel,2.1
549, C Class,2016,15000,Manual,32254,25,30,65.7,Diesel,1.6
550, C Class,2016,22495,Semi-Auto,25399,32,20,68.9,Diesel,2.1
551, C Class,2017,19495,Semi-Auto,23136,31,30,64.2,Diesel,2.1
552, C Class,2017,22395,Semi-Auto,26853,32,20,67.3,Diesel,2.1
553, C Class,2017,19495,Semi-Auto,17257,31,145,50.4,Petrol,2.0
554, C Class,2017,14995,Automatic,48054,31,145,64.2,Diesel,2.1
555, C Class,2016,18995,Manual,9098,31,30,64.2,Diesel,2.1
556, C Class,2016,21991,Semi-Auto,32924,32,20,67.3,Diesel,2.1
557, C Class,2018,18171,Semi-Auto,35517,31,145,49.6,Petrol,2.0
558, C Class,2018,21492,Semi-Auto,10267,31,145,60.1,Diesel,2.1
559, C Class,2017,18801,Semi-Auto,14812,26,145,64.2,Diesel,1.6
560, C Class,2017,18495,Semi-Auto,18758,31,150,50.4,Petrol,2.0
561, C Class,2018,19495,Semi-Auto,11828,31,145,64.2,Diesel,2.1
562, C Class,2018,24222,Semi-Auto,9305,32,145,67.3,Diesel,2.1
563, C Class,2015,17690,Automatic,32019,37,125,60.1,Diesel,2.1
564, C Class,2016,17399,Semi-Auto,53000,38,125,60.1,Diesel,2.1
565, C Class,2017,18896,Semi-Auto,16323,37,145,61.4,Diesel,2.1
566, C Class,2014,15499,Semi-Auto,34527,37,30,61.4,Diesel,2.1
567, C Class,2018,18649,Semi-Auto,38277,31,145,61.4,Diesel,2.1
568, C Class,2017,17981,Semi-Auto,13881,31,145,64.2,Diesel,2.1
569, C Class,2016,21895,Semi-Auto,20651,32,20,67.3,Diesel,2.1
570, C Class,2017,19895,Semi-Auto,8142,31,30,60.1,Diesel,2.1
571, C Class,2013,11552,Automatic,43500,33,160,44.8,Petrol,1.6
572, C Class,2017,24202,Automatic,20698,32,145,67.3,Diesel,2.1
573, C Class,2016,18232,Semi-Auto,33085,38,0,134.5,Hybrid,2.0
574, C Class,2013,8795,Manual,75067,32,125,60.1,Diesel,2.1
575, C Class,2014,15999,Semi-Auto,31273,29,125,52.3,Petrol,2.0
576, C Class,2015,13750,Semi-Auto,61985,31,20,64.2,Diesel,2.1
577, C Class,2017,17490,Automatic,37484,31,145,64.2,Diesel,2.1
578, C Class,2016,22995,Semi-Auto,30012,33,20,67.3,Diesel,2.1
579, C Class,2016,24890,Semi-Auto,25002,38,30,65.7,Diesel,2.1
580, C Class,2017,21490,Semi-Auto,54000,33,150,67.3,Diesel,2.1
581, C Class,2017,18981,Semi-Auto,25688,32,145,64.2,Diesel,2.1
582, C Class,2017,23990,Semi-Auto,29000,37,145,43.5,Petrol,2.0
583, C Class,2018,21189,Automatic,10264,31,145,60.1,Diesel,2.1
584, C Class,2017,22489,Automatic,33412,32,145,47.1,Petrol,2.0
585, C Class,2016,20895,Semi-Auto,35999,38,125,60.1,Diesel,2.1
586, C Class,2014,13295,Semi-Auto,38644,35,160,44.8,Petrol,1.6
587, C Class,2017,17099,Semi-Auto,15465,30,145,65.7,Diesel,2.1
588, C Class,2014,13950,Semi-Auto,39204,31,20,64.2,Diesel,2.1
589, C Class,2017,15250,Semi-Auto,45431,31,145,64.2,Diesel,2.1
590, C Class,2016,20299,Semi-Auto,35207,32,20,67.3,Diesel,2.1
591, C Class,2017,22999,Semi-Auto,26935,32,20,67.3,Diesel,2.1
592, C Class,2015,16699,Semi-Auto,48000,37,30,64.2,Diesel,2.1
593, C Class,2017,24499,Semi-Auto,19169,33,150,67.3,Diesel,2.1
594, C Class,2016,21099,Semi-Auto,9272,37,20,67.3,Diesel,2.1
595, C Class,2017,18495,Semi-Auto,29979,31,145,50.4,Petrol,2.0
596, C Class,2017,18795,Semi-Auto,37756,31,30,60.1,Diesel,2.1
597, C Class,2016,18950,Automatic,32720,38,30,64.2,Diesel,2.1
598, C Class,2016,19599,Semi-Auto,68770,38,0,74.3,Hybrid,2.1
599, C Class,2017,15699,Manual,15252,29,145,53.3,Petrol,2.0
600, C Class,2015,16999,Semi-Auto,32119,32,30,64.2,Diesel,2.1
601, C Class,2017,20099,Semi-Auto,28408,32,30,60.1,Diesel,2.1
602, C Class,2016,20199,Semi-Auto,34400,32,20,67.3,Diesel,2.1
603, C Class,2017,23999,Semi-Auto,21212,32,150,67.3,Diesel,2.1
604, C Class,2017,22399,Semi-Auto,19906,37,160,43.5,Petrol,2.0
605, C Class,2015,14899,Semi-Auto,46000,31,20,64.2,Diesel,2.1
606, C Class,2017,14999,Semi-Auto,35600,29,145,50.4,Petrol,2.0
607, C Class,2017,22000,Semi-Auto,46512,38,145,65.7,Diesel,2.1
608, C Class,2017,20600,Semi-Auto,29543,32,145,60.1,Diesel,2.1
609, C Class,2017,20500,Semi-Auto,40782,38,145,58.9,Diesel,2.1
610, C Class,2016,17399,Semi-Auto,36074,25,30,64.2,Diesel,1.6
611, C Class,2015,16199,Semi-Auto,21539,31,20,64.2,Diesel,2.1
612, C Class,2013,12999,Automatic,23790,36,145,53.3,Diesel,2.1
613, C Class,2016,21999,Semi-Auto,20801,38,30,64.2,Diesel,2.1
614, C Class,2017,17890,Semi-Auto,26514,31,145,61.4,Diesel,2.1
615, C Class,2015,15991,Semi-Auto,35000,37,125,60.1,Diesel,2.1
616, C Class,2017,14990,Semi-Auto,76982,38,0,134.5,Hybrid,2.0
617, C Class,2016,20890,Semi-Auto,25726,32,20,68.9,Diesel,2.1
618, C Class,2017,25490,Semi-Auto,9714,38,30,65.7,Diesel,2.1
619, C Class,2014,14999,Semi-Auto,39501,31,20,64.2,Diesel,2.1
620, C Class,2014,11999,Semi-Auto,28000,29,150,47.9,Petrol,1.6
621, C Class,2018,25949,Semi-Auto,11961,38,145,65.7,Diesel,2.1
622, C Class,2018,23149,Semi-Auto,17000,38,145,61.4,Diesel,2.1
623, C Class,2014,14299,Semi-Auto,47399,31,20,64.2,Diesel,2.1
624, C Class,2015,17399,Semi-Auto,21019,31,20,64.2,Diesel,2.1
625, C Class,2017,24999,Semi-Auto,21210,38,145,65.7,Diesel,2.1
626, C Class,2014,16450,Semi-Auto,27032,32,30,64.2,Diesel,2.1
627, C Class,2016,21600,Semi-Auto,33028,38,30,65.7,Diesel,2.1
628, C Class,2016,18449,Semi-Auto,23077,37,30,64.2,Diesel,2.1
629, C Class,2017,20700,Semi-Auto,18346,32,150,61.4,Diesel,2.1
630, C Class,2017,19350,Semi-Auto,35707,32,30,61.4,Diesel,2.1
631, C Class,2017,23899,Semi-Auto,20604,38,145,65.7,Diesel,2.1
632, C Class,2018,25000,Semi-Auto,11150,33,145,67.3,Diesel,2.1
633, C Class,2018,25000,Automatic,11048,38,145,65.7,Diesel,2.1
634, C Class,2017,18510,Semi-Auto,27573,32,30,64.2,Diesel,2.1
635, C Class,2016,18449,Semi-Auto,23077,37,30,64.2,Diesel,2.1
636, C Class,2016,17491,Automatic,18500,30,20,65.7,Diesel,2.1
637, C Class,2016,22624,Semi-Auto,10271,33,145,49.6,Petrol,2.0
638, C Class,2014,14491,Manual,23000,31,125,52.3,Petrol,2.0
639, C Class,2015,14490,Semi-Auto,41590,32,125,52.3,Petrol,2.0
640, C Class,2016,17500,Semi-Auto,41758,38,0,134.5,Hybrid,2.0
641, C Class,2018,15999,Semi-Auto,41650,30,145,65.7,Diesel,2.1
642, C Class,2014,10995,Semi-Auto,39802,43,145,53.3,Diesel,2.1
643, C Class,2017,25999,Semi-Auto,6600,34,145,47.1,Petrol,2.0
644, C Class,2015,17749,Semi-Auto,19039,37,30,64.2,Diesel,2.1
645, C Class,2017,22449,Semi-Auto,44998,38,30,65.7,Diesel,2.1
646, C Class,2016,17299,Semi-Auto,66500,38,125,60.1,Diesel,2.1
647, C Class,2016,17999,Semi-Auto,21040,25,30,64.2,Diesel,1.6
648, C Class,2018,26199,Automatic,9366,38,145,65.7,Diesel,2.1
649, C Class,2016,24799,Automatic,30385,38,30,65.7,Diesel,2.1
650, C Class,2017,23699,Semi-Auto,7978,32,20,67.3,Diesel,2.1
651, C Class,2018,23799,Semi-Auto,3640,32,145,47.9,Petrol,2.0
652, C Class,2018,18399,Semi-Auto,31122,31,145,64.2,Diesel,2.1
653, C Class,2016,19799,Semi-Auto,38500,33,125,52.3,Petrol,2.0
654, C Class,2018,26799,Semi-Auto,7466,34,145,47.1,Petrol,2.0
655, C Class,2017,24289,Semi-Auto,13716,38,30,65.7,Diesel,2.1
656, C Class,2018,26189,Semi-Auto,8069,38,145,65.7,Diesel,2.1
657, C Class,2016,21099,Semi-Auto,9272,37,20,67.3,Diesel,2.1
658, C Class,2017,16995,Semi-Auto,19372,26,145,64.2,Diesel,1.6
659, C Class,2016,13990,Manual,57138,31,20,68.9,Diesel,2.1
660, C Class,2018,25399,Automatic,18257,32,145,67.3,Diesel,2.1
661, C Class,2017,18049,Semi-Auto,41005,37,30,61.4,Diesel,2.1
662, C Class,2015,16789,Semi-Auto,20100,37,30,61.4,Diesel,2.1
663, C Class,2017,22899,Semi-Auto,17800,32,145,67.3,Diesel,2.1
664, C Class,2018,23799,Automatic,5905,32,145,49.6,Petrol,2.0
665, C Class,2016,22549,Automatic,30385,38,30,65.7,Diesel,2.1
666, C Class,2018,22699,Semi-Auto,20001,32,145,67.3,Diesel,2.1
667, C Class,2017,23649,Semi-Auto,19758,33,145,47.1,Petrol,2.0
668, C Class,2016,23999,Semi-Auto,10000,38,30,65.7,Diesel,2.1
669, C Class,2017,22999,Semi-Auto,12000,32,145,48.7,Petrol,2.0
670, C Class,2017,17999,Semi-Auto,29000,37,145,64.2,Diesel,2.1
671, C Class,2016,18799,Semi-Auto,26428,37,30,64.2,Diesel,2.1
672, C Class,2017,24499,Semi-Auto,19169,33,150,67.3,Diesel,2.1
673, C Class,2016,20199,Semi-Auto,34400,32,20,67.3,Diesel,2.1
674, C Class,2015,17089,Semi-Auto,27501,31,30,64.2,Diesel,2.1
675, C Class,2017,23649,Semi-Auto,19758,33,150,47.1,Petrol,2.0
676, C Class,2017,16495,Semi-Auto,34270,26,30,64.2,Diesel,1.6
677, C Class,2015,17295,Automatic,34955,32,30,64.2,Diesel,2.1
678, C Class,2016,22795,Automatic,26160,38,30,65.7,Diesel,2.1
679, C Class,2015,13649,Semi-Auto,35464,30,20,65.7,Diesel,2.1
680, C Class,2017,19199,Semi-Auto,8306,31,145,50.4,Petrol,2.0
681, C Class,2018,24099,Semi-Auto,31140,33,145,67.3,Diesel,2.1
682, C Class,2017,20499,Semi-Auto,24000,32,30,61.4,Diesel,2.1
683, C Class,2015,19099,Semi-Auto,29000,32,30,61.4,Diesel,2.1
684, C Class,2017,22799,Semi-Auto,11304,38,145,58.9,Diesel,2.1
685, C Class,2014,12100,Semi-Auto,55731,30,145,54.3,Diesel,2.1
686, C Class,2013,14000,Semi-Auto,34998,35,150,53.3,Diesel,2.1
687, C Class,2017,23149,Semi-Auto,7900,37,30,65.7,Diesel,2.1
688, C Class,2018,22199,Semi-Auto,32809,32,150,67.3,Diesel,2.1
689, C Class,2018,25399,Semi-Auto,18257,32,145,67.3,Diesel,2.1
690, C Class,2016,19024,Semi-Auto,38974,37,20,64.2,Diesel,2.1
691, C Class,2017,22649,Semi-Auto,42165,38,30,65.7,Diesel,2.1
692, C Class,2017,19099,Semi-Auto,22260,31,145,61.4,Diesel,2.1
693, C Class,2017,21499,Semi-Auto,14750,32,145,48.7,Petrol,2.0
694, C Class,2018,22199,Semi-Auto,32809,32,145,67.3,Diesel,2.1
695, C Class,2018,22199,Semi-Auto,19302,32,145,61.4,Diesel,2.1
696, C Class,2015,13999,Semi-Auto,53000,31,20,64.2,Diesel,2.1
697, C Class,2018,20899,Automatic,6813,31,145,60.1,Diesel,2.1
698, C Class,2018,25999,Semi-Auto,11258,38,145,65.7,Diesel,2.1
699, C Class,2014,16499,Semi-Auto,35700,37,30,64.2,Diesel,2.1
700, C Class,2014,15495,Semi-Auto,38544,31,30,64.2,Diesel,2.1
701, C Class,2013,7495,Semi-Auto,77718,32,30,64.2,Diesel,2.1
702, C Class,2015,10995,Semi-Auto,58734,30,150,53.3,Diesel,2.1
703, C Class,2014,12995,Semi-Auto,36650,30,150,53.3,Diesel,2.1
704, C Class,2013,22995,Semi-Auto,49964,45,570,23.0,Petrol,6.2
705, C Class,2017,23000,Semi-Auto,19000,33,145,47.1,Petrol,2.0
706, C Class,2013,8990,Automatic,89000,34,145,54.3,Diesel,2143.0
707, C Class,2014,8990,Automatic,80000,31,145,56.5,Diesel,2143.0
708, C Class,2015,11490,Manual,80000,31,125,52.3,Petrol,1991.0
709, C Class,2015,16490,Automatic,37000,32,30,64.2,Diesel,2143.0
710, C Class,2017,17990,Automatic,23000,31,145,61.4,Diesel,2143.0
